Id,Name,Description,250x250 Thumbnail,Full Size Thumbnail,Comics Available,ComicName0,ComicName1,ComicName2,ComicName3,ComicName4,ComicName5,ComicName6,ComicName7,ComicName8,ComicName9,ComicName10,ComicName11,ComicName12,ComicName13,ComicName14,ComicName15,ComicName16,ComicName17,ComicName18,ComicName19,ComicName20,Stories Available,Events Available,Series Available
1009160,Arclight,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0042067fd8b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0042067fd8b.jpg,13,New Avengers Annual (2009) #3,Uncanny X-Men (1963) #210,Uncanny X-Men (1963) #211,Uncanny X-Men (1963) #215,Uncanny X-Men (1963) #219,Uncanny X-Men (1963) #221,Uncanny X-Men (1963) #222,Uncanny X-Men (1963) #240,Uncanny X-Men (1963) #350,X-Factor (1986) #10,,X-Factor (1986) #11,,,,,,,,,,12,3,5
1010784,Ares,,http://i.annihil.us/u/prod/marvel/i/mg/c/10/535ff3daea603/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/10/535ff3daea603.jpg,41,Adam: Legend of the Blue Marvel (Trade Paperback),Adam: Legend of the Blue Marvel (2008) #1,Amazing Spider-Man (1999) #647 (MCNIVEN VARIANT),Ares (2006) #1,Ares (2006) #2,Ares (2006) #3,Ares (2006) #4,Ares (2006) #5,Ares: God of War (Trade Paperback),Avengers (1998) #48,,Avengers (1963) #98,,,,,,,,,,43,4,17
1011275,Argent,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011012,Armadillo,,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c0032754da02/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c0032754da02.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011298,Armor (Hisako Ichiki),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e6cbf990/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e6cbf990.jpg,5,Astonishing X-Men (2004) #25,Astonishing X-Men (2004) #37,Astonishing X-Men (2004) #38,Wolverine & the X-Men: Alpha & Omega (2011) #3,Wolverine & the X-Men: Alpha & Omega (2011) #5,,,,,,,,,,,,,,,,,5,0,2
1010827,Armory,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Avengers: The Initiative Annual (2007) #1,Secret Invasion: The Infiltration (Trade Paperback),,,,,,,,,,,,,,,,,,,,1,1,2
1009740,Arnim Zola,"The frail, dwarfish Arnim Zola was born in 1930s Switzerland where he became the world's leading biochemist and genetic engineer.",http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c00393a4cb7c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c00393a4cb7c.jpg,6,Captain America (2004) #24,Captain America (1968) #208,Captain America (1968) #209,Captain America and the Falcon: The Swine (Trade Paperback),Civil War: Captain America (Trade Paperback),X-51 (1999) #12,,,,,,,,,,,,,,,,5,1,5
1010748,Arsenic,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009161,Artiee,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,Amazing Spider-Man (1999) #673,,,,,,,,,,,,,,,,,,,,,1,0,1
1010718,Asgardian,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009162,Askew-Tronics,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010835,Asylum,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010336,Atlas (Team),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,12,Avengers (1998) #12,Avengers (1998) #32,Avengers (1998) #33,Avengers (1998) #34,Avengers Assemble Vol. 2 (Hardcover),Avengers Assemble Vol. 3 (Hardcover),Journey Into Mystery (1952) #124,Marvel Masterworks: The Mighty Thor Vol. 4 (Hardcover),New Thunderbolts (2004) #6,New Thunderbolts (2004) #12,,New Thunderbolts Vol. 1: One Step Forward (Trade Paperback),,,,,,,,,,8,0,8
1009163,Aurora,,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c004203f1072/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c004203f1072.jpg,53,Age of Apocalypse: The Chosen (1995) #1,Alpha Flight (1983) #1,Alpha Flight (2011) #1,Alpha Flight (2011) #1 (Eaglesham Variant),Alpha Flight (2011) #2,Alpha Flight (1983) #2,Alpha Flight (2011) #3,Alpha Flight (1983) #3,Alpha Flight (1983) #4,Alpha Flight (1983) #7,,Alpha Flight (1983) #8,,,,,,,,,,59,4,14
1009164,Avalanche,,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c0042010d383/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c0042010d383.jpg,30,Avengers Annual (1967) #15,Cable (1993) #87,Uncanny X-Men (1963) #141,Uncanny X-Men (1963) #142,Uncanny X-Men (1963) #177,Uncanny X-Men (1963) #178,Uncanny X-Men (1963) #199,Uncanny X-Men (1963) #200,Uncanny X-Men (1963) #206,Uncanny X-Men (1963) #225,,Uncanny X-Men (1963) #226,,,,,,,,,,37,5,9
1009165,Avengers,"Earth's Mightiest Heroes joined forces to take on threats that were too big for any one hero to tackle. With a roster that has included Captain America, Iron Man, Ant-Man, Hulk, Thor, Wasp and dozens more over the years, the Avengers have come to be regarded as Earth's No. 1 team.",http://i.annihil.us/u/prod/marvel/i/mg/9/20/5102c774ebae7/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/20/5102c774ebae7.jpg,1055,Age of Apocalypse (2011) #2 (Avengers Art Appreciation Variant),Age of Ultron (2013) #3,Age of Ultron (2013) #4,Age of Ultron (2013) #5,Age of Ultron (2013) #6,Age of Ultron (2013) #7,Age of Ultron (2013) #8,Age of Ultron (2013) #9,Age of Ultron (2013) #10,Age of X: Universe (2011) #2,,Alias Omnibus (Hardcover),,,,,,,,,,1468,26,208
1015239,Avengers (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,23,Ultimate Comics Avengers 3 (2010) #4,Ultimate Comics Avengers 3 (2010) #6,Ultimate Comics Avengers Vs New Ultimates (2010) #1,Ultimate Comics Avengers Vs New Ultimates (2010) #1 (2nd Printing Variant),Ultimate Comics Avengers Vs New Ultimates (2010) #2,Ultimate Comics Avengers Vs New Ultimates (2010) #2 (HITCH VARIANT),Ultimate Comics Avengers Vs New Ultimates (2010) #2 (2nd Printing Variant),Ultimate Comics Avengers Vs New Ultimates (2010) #3,Ultimate Comics Avengers Vs New Ultimates (2010) #3 (CHO VARIANT),Ultimate Comics Avengers Vs New Ultimates (2010) #3 (2nd Printing Variant),,Ultimate Comics Avengers Vs New Ultimates (2010) #4,,,,,,,,,,16,0,9
1011766,Azazel (Mutant),"A mutant from biblical times, Azazel is the ruler of the Neyaphem and claims that the Earth and everything on it belongs to him.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Uncanny X-Men (1963) #428,X-MEN FIRST CLASS: THE HIGH HAND (2011) #1,,,,,,,,,,,,,,,,,,,,2,0,2
1009168,Banshee,,http://i.annihil.us/u/prod/marvel/i/mg/b/03/52740e4619f54/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/03/52740e4619f54.jpg,166,Alpha Flight (1983) #17,Alpha Flight (1983) #88,Chaos War: X-Men (2010) #1,Classic X-Men (1986) #12,Classic X-Men (1986) #13,Classic X-Men (1986) #16,Classic X-Men (1986) #18,Classic X-Men (1986) #25,Classic X-Men (1986) #34,Classic X-Men (1986) #36,,Earth X (1999) #6,,,,,,,,,,179,8,44
1009596,Banshee (Theresa Rourke),"The daughter of former X-Men member Sean Cassidy, a.k.a. Banshee, and Maeve Rourke, Theresa Rourke was raised by her first cousin once removed, mutant terrorist Thomas Cassidy, a.k.a. Black Tom.",http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4ce5a1a50e56b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4ce5a1a50e56b.jpg,137,Cable (1993) #5,Cable (1993) #7,Cable (1993) #8,Cable (1993) #14,Cable (1993) #15,Cable (1993) #73,Clandestine Classic Premiere (Hardcover),Deadpool (1997) #2,Deadpool (1997) #3,Deadpool (1997) #4,,Deadpool (1997) #5,,,,,,,,,,160,5,31
1009169,Baron Strucker,,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c0041fb5a90d/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c0041fb5a90d.jpg,26,Captain America (2002) #9,Captain America (1968) #274,Captain America (1968) #394,Captain America Vol. 2: The Extremists (Trade Paperback),Earth X (1999) #7,Earth X (New (Trade Paperback),Marvel Masterworks: Doctor Strange Vol. (Hardcover),Marvel Masterworks: Doctor Strange Vol. (Hardcover),Marvel Super-Heroes (1992) #14,Marvel Visionaries: Chris Claremont (Hardcover),,"Nick Fury, Agent of Shield (1989) #21",,,,,,,,,,22,1,14
1009170,Baron Zemo (Heinrich Zemo),,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0041f84c9fe/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0041f84c9fe.jpg,20,Avengers (1963) #6,Avengers (1963) #7,Avengers (1963) #10,Avengers Annual (1967) #4,Captain America (2004) #4,Captain America (2004) #6,Captain America (2002) #9,Captain America (2004) #10,Captain America Vol. 2: The Extremists (Trade Paperback),Captain America: Winter Soldier Vol. 1 (Trade Paperback),,Captain America: Winter Soldier Vol. 2 (Trade Paperback),,,,,,,,,,15,1,15
1010906,Baron Zemo (Helmut Zemo),,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035890fb0a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035890fb0a.jpg,9,Captain America (1968) #358,Captain America (1968) #359,Captain America (1968) #360,Captain America (1968) #361,Captain America (1968) #362,Captain America (2004) #606 (HEROIC AGE VARIANT),Captain America (2004) #609 (WOMEN OF MARVEL VARIANT),Hawkeye: Blind Spot (2011) #2,Thunderbolts (2006) #163.1,,,,,,,,,,,,,9,0,4
1011137,Baroness S'Bak,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011354,Barracuda,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,Punisher Max Vol. 6: Barracuda (Reprint) (Trade Paperback),,,,,,,,,,,,,,,,,,,,,1,0,1
1009550,Bart Rozum,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009171,Bastion,,http://i.annihil.us/u/prod/marvel/i/mg/d/80/52695253215f4/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/80/52695253215f4.jpg,24,Cable (1993) #46,Cable (1993) #47,Excalibur (1988) #119,Uncanny X-Men (1963),Uncanny X-Men (1963) #334,Uncanny X-Men (1963) #337,Uncanny X-Men (1963) #339,Uncanny X-Men (1963) #343,Uncanny X-Men (1963) #346,Uncanny X-Men (1963) #382,,X-51 (1999) #12,,,,,,,,,,24,2,14
1009172,Batroc the Leaper,,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4ce59eb840da5/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4ce59eb840da5.jpg,10,Batroc (2010) #1,Captain America (1998) #4,Captain America (1968) #358,Captain America (1968) #359,Captain America (1968) #360,Captain America (1968) #361,Captain America (1968) #362,Captain America: Allies & Enemies (Trade Paperback),Deadpool (1997) #20,Hawkeye: Blind Spot TPB (Trade Paperback),,,,,,,,,,,,10,0,6
1009173,Battering Ram,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.jpg,2,X-Force (1991) #116,"X-Force: Famous, Mutant & Mortal (Hardcover)",,,,,,,,,,,,,,,,,,,,2,0,2
1009174,Beak,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0040b8329ad/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0040b8329ad.jpg,12,New X-Men (Hardcover),New X-Men (2001) #117,New X-Men (2001) #119,New X-Men (2001) #125,New X-Men (2001) #126,New X-Men (2001) #131,New X-Men (2001) #135,New X-Men (2001) #136,New X-Men (2001) #137,New X-Men (2001) #138,,New X-Men Vol. 2: Imperial (Trade Paperback),,,,,,,,,,11,0,4
1009175,Beast,,http://i.annihil.us/u/prod/marvel/i/mg/2/80/511a79a0451a3/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/80/511a79a0451a3.jpg,567,All-New X-Men (2012) #3 (Mcguinness Variant),Alpha Flight (1983) #111,Amazing Adventures (1970) #11,Amazing Adventures (1970) #12,Amazing Adventures (1970) #13,Amazing Adventures (1970) #14,Amazing Adventures (1970) #15,Amazing Adventures (1970) #16,Amazing Adventures (1970) #17,Amazing X-Men (2013) #3,,Astonishing X-Men (2004) #1,,,,,,,,,,619,21,162
1010909,Beast (Earth-311),,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035813dc4c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035813dc4c.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010908,Beast (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/53176a9be110c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/53176a9be110c.jpg,43,Ultimate Marvel Team-Up (2001) #11,Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback),Ultimate Spider-Man (2000) #93,Ultimate Spider-Man Vol. 16: Deadpool (Trade Paperback),Ultimate War (2003) #2,Ultimate War (2003) #4,Ultimate X-Men (2000) #1,Ultimate X-Men (2000) #2,Ultimate X-Men (2000) #3,Ultimate X-Men (2000) #4,,Ultimate X-Men (2000) #5,,,,,,,,,,53,0,17
1009176,Becatron,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009177,Bedlam,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,Avengers (1998) #24,Avengers (1998) #25,Avengers Assemble Vol. 3 (Hardcover),Cable (1993) #73,Cable (1993) #78,Peter Parker: Spider-Man (1999) #11,Thor (1998) #17,X-Men Vs. Apocalypse Vol. 1: The Twelve (Trade Paperback),,,,,,,,,,,,,,8,0,6
1009178,Beef,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.jpg,1,Uncanny X-Men (1963) #281,,,,,,,,,,,,,,,,,,,,,1,0,1
1009179,Beetle (Abner Jenkins),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,13,Fantastic Four (1961) #330,Fantastic Four (1961) #334,Fantastic Four Visionaries: Walter Simonson Vol. 1 (Trade Paperback),Iron Man (1998) #55,Iron Man (1968) #229,Iron Man (1968) #285,Iron Man: Armor Wars (Trade Paperback),Marvel Two-in-One (1974) #96,"Peter Parker, the Spectacular Spider-Man (1976) #16","Peter Parker, the Spectacular Spider-Man (1976) #59",,"Peter Parker, the Spectacular Spider-Man (1976) #164",,,,,,,,,,15,2,9
1009329,Ben Grimm,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009489,Ben Parker,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003d00c8ed9/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003d00c8ed9.jpg,7,Amazing Spider-Man (1999) #600,Amazing Spider-Man (1999) #600 (2ND PRINTING VARIANT),Amazing Spider-Man (1999) #655,Amazing Spider-Man (1999) #655 (2nd Printing Variant),Amazing Spider-Man Annual (1964) #5,Marvel Masterworks: The Amazing Spider-Man Vol. 7 - (Hardcover),Peter Parker: Spider-Man (1999),,,,,,,,,,,,,,,6,0,4
1011346,Ben Reilly,"Ben Reilly was the most genetically stable of the many clones of Spider-Man created by Professor Miles Warren, the Jackal.",http://i.annihil.us/u/prod/marvel/i/mg/2/20/4ce5a6abaea69/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/20/4ce5a6abaea69.jpg,4,Amazing Spider-Man (1963) #394,Amazing Spider-Man (1999) #609,Amazing Spider-Man (1999) #610,Spider-Man: New York Stories (Trade Paperback),,,,,,,,,,,,,,,,,,4,0,3
1010782,Ben Urich,Ben Urich is a reporter for the Daily Bugle who has many ties to the city's superhero community.,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c00373d10e5e/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c00373d10e5e.jpg,12,Alias Omnibus (Hardcover),Amazing Spider-Man (1999) #608,Amazing Spider-Man Annual (1964) #15,Amazing Spider-Man Annual (1964) #16,Daredevil (1998) #16,Daredevil (1998) #17,Daredevil Vol. III: Wake Up (Trade Paperback),,,,,,,,,,,,,,,9,1,9
1010829,Bengal,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5269523ee6c03/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5269523ee6c03.jpg,9,Avengers: The Initiative (2007) #10,Avengers: The Initiative (2007) #17,Avengers: The Initiative (2007) #21,Avengers: The Initiative (2007) #23,Avengers: The Initiative (2007) #24,Avengers: The Initiative (2007) #34,Avengers: The Initiative (2007) #35,,,,,,,,,,,,,,,9,3,2
1009180,Beta-Ray Bill,,http://i.annihil.us/u/prod/marvel/i/mg/3/90/52602f3e88d25/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/90/52602f3e88d25.jpg,21,Annihilators (2010) #1,Annihilators (2010) #1 (GARNER VARIANT),Annihilators (2010) #2,Annihilators (2010) #2 (DAVIS VARIANT),Annihilators (2010) #3,Annihilators (2010) #3 (DJURDJEVIC VARIANT),Annihilators (2010) #4,,,,,,,,,,,,,,,22,2,10
1010325,Betty Brant,,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4c7c644f453fb/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4c7c644f453fb.jpg,15,Alias Omnibus (Hardcover),Amazing Spider-Man (1999) #614,Amazing Spider-Man (1999) #622,Amazing Spider-Man (1999) #647 (MCNIVEN VARIANT),Amazing Spider-Man (1999) #654.1,Amazing Spider-Man (1999) #655,Amazing Spider-Man (1999) #655 (2nd Printing Variant),,,,,,,,,,,,,,,14,1,6
1009548,Betty Ross,,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a12071562/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a12071562.jpg,6,Incredible Hulk Vol. 3: World War Hulks (Trade Paperback),Incredible Hulks (2009) #607 (MCGUINNESS VARIANT),Incredible Hulks (2009) #634,Marvel Masterworks: The Incredible Hulk Vol. 2 (Hardcover),Marvel Super-Heroes (1967) #82,Tales to Astonish (1959) #66,,,,,,,,,,,,,,,,6,0,5
1011138,Beyonder,,http://i.annihil.us/u/prod/marvel/i/mg/7/10/528d31df87c49/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/10/528d31df87c49.jpg,2,New Mutants (1983) #37,Shame Itself (2011) #1,,,,,,,,,,,,,,,,,,,,2,1,2
1011296,Bi-Beast,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,2,0,0
1010843,Big Bertha,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c0035cfca8b6/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c0035cfca8b6.jpg,4,Deadpool (1997) #10,Deadpool (1997) #11,G.L.a. (2005) #1,G.L.a.: Misassembled (Trade Paperback),,,,,,,,,,,,,,,,,,3,0,3
1009181,Big Wheel,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c0040b26877d/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c0040b26877d.jpg,2,Amazing Spider-Man (1963) #183,Superior Spider-Man (2013) #1,,,,,,,,,,,,,,,,,,,,2,0,2
1011262,Bill Hollister,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009182,Bishop,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/52602f4b42d98/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/70/52602f4b42d98.jpg,239,Age of Apocalypse: The Chosen (1995) #1,Avengers Assemble Vol. 4 (Hardcover),Bishop (1994) #1,Bishop (1994) #2,Bishop (1994) #3,Bishop (1994) #4,Bishop: The Last X-Man (1999) #1,,,,,,,,,,,,,,,295,8,58
1011224,Bishop (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009183,Black Bird,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009184,Black Bolt,,http://i.annihil.us/u/prod/marvel/i/mg/1/20/52696929dc721/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/20/52696929dc721.jpg,71,Avengers (1963) #221,Avengers Academy (2010) #2 (2ND PRINTING VARIANT),Black Panther (2005) #18,Black Panther (2005) #18 (TURNER VARIANT),Black Panther: The Bride (Trade Paperback),Earth X (1999) #2,Earth X (1999) #3,,,,,,,,,,,,,,,65,5,39
1017330,Black Bolt (Marvel War of Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/5239c021b3bfc/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/5239c021b3bfc.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009185,Black Cat,,http://i.annihil.us/u/prod/marvel/i/mg/e/03/526952357d91c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/03/526952357d91c.jpg,77,Amazing Spider-Man (1963) #194,Amazing Spider-Man (1963) #195,Amazing Spider-Man (1963) #204,Amazing Spider-Man (1963) #205,Amazing Spider-Man (1963) #226,Amazing Spider-Man (1963) #227,Amazing Spider-Man (1999) #606,,,,,,,,,,,,,,,85,4,31
1010910,Black Cat (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00357da502e/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00357da502e.jpg,4,Ultimate Comics Spider-Man (2009) #151,Ultimate Comics Spider-Man (2009) #152,Ultimate Spider-Man (2000) #84,Ultimate Spider-Man Vol. 14: Warriors (Trade Paperback),,,,,,,,,,,,,,,,,,3,0,3
